,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID,track Number
Do We Have A Problem?___Nicki Minaj,0.842,0.505,1.0,-8.627,0.0,0.402,0.472,0.000322,0.117,0.538,119.993,audio_features,1PNs0uGru3TcrA94kpyGnc,spotify:track:1PNs0uGru3TcrA94kpyGnc,https://api.spotify.com/v1/tracks/1PNs0uGru3TcrA94kpyGnc,https://api.spotify.com/v1/audio-analysis/1PNs0uGru3TcrA94kpyGnc,207065.0,4.0,Do We Have A Problem?,1fDcx48pkgRmOXQ3weT0ct,790
I Got You___Bebe Rexha,0.606,0.887,9.0,-4.782,0.0,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,audio_features,2jB9QaPJyVdz2Q0Va8rrnU,spotify:track:2jB9QaPJyVdz2Q0Va8rrnU,https://api.spotify.com/v1/tracks/2jB9QaPJyVdz2Q0Va8rrnU,https://api.spotify.com/v1/audio-analysis/2jB9QaPJyVdz2Q0Va8rrnU,191787.0,4.0,Expectations,4TOkZvtqNpg5UHyGxCn0mS,791
Make You Mine (feat. Moa Lisa)___Mike Williams,0.72,0.781,6.0,-4.975,0.0,0.0569,0.0171,1.78e-06,0.215,0.349,126.004,audio_features,1ICPREUY4yMNeFEgbNh7D5,spotify:track:1ICPREUY4yMNeFEgbNh7D5,https://api.spotify.com/v1/tracks/1ICPREUY4yMNeFEgbNh7D5,https://api.spotify.com/v1/audio-analysis/1ICPREUY4yMNeFEgbNh7D5,213333.0,4.0,Make You Mine (feat. Moa Lisa),7J7m238D5jzzO8td6XGJHa,792
Wasted Times___The Weeknd,0.56,0.678,10.0,-6.167,0.0,0.0581,0.61,1.42e-05,0.111,0.29,122.585,audio_features,7DKS0rX27cCEPsK0R6tFWS,spotify:track:7DKS0rX27cCEPsK0R6tFWS,https://api.spotify.com/v1/tracks/7DKS0rX27cCEPsK0R6tFWS,https://api.spotify.com/v1/audio-analysis/7DKS0rX27cCEPsK0R6tFWS,220293.0,4.0,"My Dear Melancholy,",4qZBW3f2Q8y0k1A84d4iAO,793
I Feel It Coming___The Weeknd,0.773,0.819,0.0,-5.946,0.0,0.118,0.428,0.0,0.0679,0.585,92.987,audio_features,3dhjNA0jGA8vHBQ1VdD6vV,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/audio-analysis/3dhjNA0jGA8vHBQ1VdD6vV,269187.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe,794
I Wanna Know___RL Grime,0.432,0.85,10.0,-4.417,1.0,0.0771,0.501,6.59e-06,0.203,0.109,82.607,audio_features,4ToogKQq58R9TvO40qRuxi,spotify:track:4ToogKQq58R9TvO40qRuxi,https://api.spotify.com/v1/tracks/4ToogKQq58R9TvO40qRuxi,https://api.spotify.com/v1/audio-analysis/4ToogKQq58R9TvO40qRuxi,206727.0,4.0,NOVA,7GpuEZzRrPT4IGiEuWaBzy,795
Need You___Flight Facilities,0.587,0.622,4.0,-5.535,1.0,0.0303,0.0927,0.000636,0.2,0.231,107.943,audio_features,11EX5yhxr9Ihl3IN1asrfK,spotify:track:11EX5yhxr9Ihl3IN1asrfK,https://api.spotify.com/v1/tracks/11EX5yhxr9Ihl3IN1asrfK,https://api.spotify.com/v1/audio-analysis/11EX5yhxr9Ihl3IN1asrfK,277573.0,4.0,Need You Now,3hnGcNi8oqGdwTm3CeniFA,796
Faith (with Dolly Parton) [feat. Mr. Probz]___Galantis,0.547,0.795,8.0,-3.721,1.0,0.0489,0.145,0.0,0.11,0.723,118.118,audio_features,35MKhw2YBKApmD7fAnPERC,spotify:track:35MKhw2YBKApmD7fAnPERC,https://api.spotify.com/v1/tracks/35MKhw2YBKApmD7fAnPERC,https://api.spotify.com/v1/audio-analysis/35MKhw2YBKApmD7fAnPERC,186805.0,4.0,Faith (with Dolly Parton) [feat. Mr. Probz],1QrYKuMTMLwpTwzOFhfnOk,797
Otherside___Post Malone,0.652,0.643,9.0,-5.667,0.0,0.0353,0.318,2.87e-06,0.208,0.109,104.932,audio_features,4qWCFTuNnmGNdY4egtb4ZY,spotify:track:4qWCFTuNnmGNdY4egtb4ZY,https://api.spotify.com/v1/tracks/4qWCFTuNnmGNdY4egtb4ZY,https://api.spotify.com/v1/audio-analysis/4qWCFTuNnmGNdY4egtb4ZY,228227.0,4.0,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,798
Skrt Skrt___Tory Lanez,0.336,0.614,0.0,-8.139,0.0,0.375,0.0189,1.08e-06,0.135,0.253,190.981,audio_features,3V0assD4Gg4BrXFzDrcWVj,spotify:track:3V0assD4Gg4BrXFzDrcWVj,https://api.spotify.com/v1/tracks/3V0assD4Gg4BrXFzDrcWVj,https://api.spotify.com/v1/audio-analysis/3V0assD4Gg4BrXFzDrcWVj,173933.0,4.0,MEMORIES DON'T DIE,4RQIHpmmapmEpOFNi2GvAB,799
LOVE SCENARIO___iKON,0.806,0.707,7.0,-4.623,1.0,0.0307,0.331,0.0,0.294,0.746,118.009,audio_features,3d3ELsqKlQ7WA0a10Isu3l,spotify:track:3d3ELsqKlQ7WA0a10Isu3l,https://api.spotify.com/v1/tracks/3d3ELsqKlQ7WA0a10Isu3l,https://api.spotify.com/v1/audio-analysis/3d3ELsqKlQ7WA0a10Isu3l,209648.0,4.0,Return,7th9VLudqM04TpG8hNE1pb,800
Say My Name___Sickick,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,audio_features,7H6ev70Weq6DdpZyyTmUXk,spotify:track:7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/tracks/7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/audio-analysis/7H6ev70Weq6DdpZyyTmUXk,271333.0,4.0,The Writing's On The Wall,283NWqNsCA9GwVHrJk59CG,801
Safe And Sound___Capital Cities,0.655,0.819,0.0,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,audio_features,6Z8R6UsFuGXGtiIxiD8ISb,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/tracks/6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/audio-analysis/6Z8R6UsFuGXGtiIxiD8ISb,192790.0,5.0,In A Tidal Wave Of Mystery (Deluxe Edition),3WrufJir7I61NkvkDwxero,802
Picture (feat. Sheryl Crow)___Kid Rock,0.692,0.496,7.0,-7.332,1.0,0.0241,0.172,6.42e-06,0.107,0.376,97.945,audio_features,69j0KoPJuwpnbGWrfn7Yll,spotify:track:69j0KoPJuwpnbGWrfn7Yll,https://api.spotify.com/v1/tracks/69j0KoPJuwpnbGWrfn7Yll,https://api.spotify.com/v1/audio-analysis/69j0KoPJuwpnbGWrfn7Yll,298960.0,4.0,Cocky,64du8CiAmKAzVswhA3RK4r,803
Legends Never Die - (Remix)___League of Legends,0.404,0.81,9.0,-4.033,0.0,0.189,0.164,0.0,0.504,0.34,154.918,audio_features,66YtIqT0kN4958EXnCnAmE,spotify:track:66YtIqT0kN4958EXnCnAmE,https://api.spotify.com/v1/tracks/66YtIqT0kN4958EXnCnAmE,https://api.spotify.com/v1/audio-analysis/66YtIqT0kN4958EXnCnAmE,167173.0,4.0,Legends Never Die (Remix),2cRJKhNgs1Snq7bV4ELLho,804
This Love___Maroon 5,0.712,0.862,5.0,-4.612,0.0,0.0378,0.0525,0.0,0.093,0.809,95.051,audio_features,6ECp64rv50XVz93WvxXMGF,spotify:track:6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/audio-analysis/6ECp64rv50XVz93WvxXMGF,206200.0,4.0,Songs About Jane: 10th Anniversary Edition,5zClcGCSWj926AMjvBNSLc,805
Reminder - Remix___The Weeknd,0.751,0.654,0.0,-5.665,0.0,0.206,0.153,0.0,0.104,0.527,160.035,audio_features,7F1LWA9sIlTorHUo4amGqk,spotify:track:7F1LWA9sIlTorHUo4amGqk,https://api.spotify.com/v1/tracks/7F1LWA9sIlTorHUo4amGqk,https://api.spotify.com/v1/audio-analysis/7F1LWA9sIlTorHUo4amGqk,221968.0,4.0,Reminder (Remix),6B3VYsWUR2xf7HptOO2fpr,806
Turn Up The Love___AlunaGeorge,0.749,0.731,0.0,-4.017,0.0,0.0446,0.05,0.000142,0.065,0.441,91.98,audio_features,1yqirwVIIV0MtmGWsanoIu,spotify:track:1yqirwVIIV0MtmGWsanoIu,https://api.spotify.com/v1/tracks/1yqirwVIIV0MtmGWsanoIu,https://api.spotify.com/v1/audio-analysis/1yqirwVIIV0MtmGWsanoIu,201362.0,4.0,Turn Up The Love,4iHdW27SeBs47oohpk0iRg,807
Wicked Games___The Weeknd,0.658,0.591,9.0,-5.197,1.0,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,audio_features,6VwBbL8CzPiC4QV66ay7oR,spotify:track:6VwBbL8CzPiC4QV66ay7oR,https://api.spotify.com/v1/tracks/6VwBbL8CzPiC4QV66ay7oR,https://api.spotify.com/v1/audio-analysis/6VwBbL8CzPiC4QV66ay7oR,323747.0,4.0,Trilogy,5EbpxRwbbpCJUepbqVTZ1U,808
Birthday (feat. Monty)___Fetty Wap,0.816,0.621,0.0,-6.352,1.0,0.181,0.18,0.0,0.085,0.403,97.015,audio_features,3VN7XvP708u6V9U0CxOlzi,spotify:track:3VN7XvP708u6V9U0CxOlzi,https://api.spotify.com/v1/tracks/3VN7XvP708u6V9U0CxOlzi,https://api.spotify.com/v1/audio-analysis/3VN7XvP708u6V9U0CxOlzi,188041.0,4.0,Birthday (feat. Monty),6udQgzYavJz1rg3fy7Od5O,809
Ruled the World___Hogland,0.564,0.729,3.0,-4.897,1.0,0.0423,0.0283,2.17e-05,0.134,0.175,127.995,audio_features,185KiwRpwjqe52jyaRUBFn,spotify:track:185KiwRpwjqe52jyaRUBFn,https://api.spotify.com/v1/tracks/185KiwRpwjqe52jyaRUBFn,https://api.spotify.com/v1/audio-analysis/185KiwRpwjqe52jyaRUBFn,183760.0,4.0,Ruled the World,0oFJOjpT7qm8ykbroNy8za,810
Own It (feat. Ed Sheeran & Burna Boy)___Stormzy,0.817,0.781,7.0,-4.178,0.0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,audio_features,4QPEwDdOMhY7rNS05mTyMR,spotify:track:4QPEwDdOMhY7rNS05mTyMR,https://api.spotify.com/v1/tracks/4QPEwDdOMhY7rNS05mTyMR,https://api.spotify.com/v1/audio-analysis/4QPEwDdOMhY7rNS05mTyMR,216707.0,4.0,Heavy Is The Head,3y4AaloFccKNLQcZNS9L8c,811
Ball For Me (feat. Nicki Minaj)___Post Malone,0.797,0.55,9.0,-4.166,1.0,0.24,0.513,0.0,0.0786,0.543,134.206,audio_features,6IaieqiCVvsNvEt6Y7yOFa,spotify:track:6IaieqiCVvsNvEt6Y7yOFa,https://api.spotify.com/v1/tracks/6IaieqiCVvsNvEt6Y7yOFa,https://api.spotify.com/v1/audio-analysis/6IaieqiCVvsNvEt6Y7yOFa,206267.0,4.0,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,812
Body to Body___Mike Perry,0.537,0.749,8.0,-4.725,1.0,0.109,0.0119,0.0,0.154,0.299,100.088,audio_features,7aU3KGK8rcyRgaHkxLLLFJ,spotify:track:7aU3KGK8rcyRgaHkxLLLFJ,https://api.spotify.com/v1/tracks/7aU3KGK8rcyRgaHkxLLLFJ,https://api.spotify.com/v1/audio-analysis/7aU3KGK8rcyRgaHkxLLLFJ,178634.0,4.0,Body to Body,6SXBGYHE4Rxf5p2fsjkUtf,813
It Was Always There___Ky akasha,0.718,0.152,8.0,-16.222,1.0,0.0558,0.175,0.919,0.115,0.156,90.056,audio_features,4lsgez67oe1llBgol0z1yd,spotify:track:4lsgez67oe1llBgol0z1yd,https://api.spotify.com/v1/tracks/4lsgez67oe1llBgol0z1yd,https://api.spotify.com/v1/audio-analysis/4lsgez67oe1llBgol0z1yd,161333.0,3.0,Memory Within A Dream,1eERuNeSe5e7l2kO8Fp74l,814
Happier Than Ever - Edit___Billie Eilish,0.334,0.599,0.0,-5.742,1.0,0.0365,0.0468,0.000392,0.205,0.127,161.74,audio_features,32BeYxKPrig1LefHsC0Xuo,spotify:track:32BeYxKPrig1LefHsC0Xuo,https://api.spotify.com/v1/tracks/32BeYxKPrig1LefHsC0Xuo,https://api.spotify.com/v1/audio-analysis/32BeYxKPrig1LefHsC0Xuo,151444.0,3.0,Happier Than Ever (Edit),2kzPJWrTjVKEYWWhowXLnz,815
New World___Krewella,0.681,0.768,6.0,-4.356,0.0,0.0774,0.0314,0.0,0.0839,0.718,162.976,audio_features,2gBQ35qqBE75t00kV221Xy,spotify:track:2gBQ35qqBE75t00kV221Xy,https://api.spotify.com/v1/tracks/2gBQ35qqBE75t00kV221Xy,https://api.spotify.com/v1/audio-analysis/2gBQ35qqBE75t00kV221Xy,161963.0,4.0,New World,5dQU0fKWQiAug7KBahk3Gj,816
Inferno (Fire Force)___Kayou. Beats,0.469,0.327,1.0,-9.223,0.0,0.0286,0.331,0.946,0.199,0.0681,79.95,audio_features,2KfDrmwZZhnm7bHMv4nwS9,spotify:track:2KfDrmwZZhnm7bHMv4nwS9,https://api.spotify.com/v1/tracks/2KfDrmwZZhnm7bHMv4nwS9,https://api.spotify.com/v1/audio-analysis/2KfDrmwZZhnm7bHMv4nwS9,147000.0,4.0,Anime Lofi Beats 3,1iwTkZuUPJTqzi4Dl7bFpa,817
Tell Me U Luv Me (with Trippie Redd)___Juice WRLD,0.66,0.76,2.0,-5.726,1.0,0.0787,0.291,0.0,0.632,0.394,127.984,audio_features,5JAYDuLRkODlVt6dgoalKk,spotify:track:5JAYDuLRkODlVt6dgoalKk,https://api.spotify.com/v1/tracks/5JAYDuLRkODlVt6dgoalKk,https://api.spotify.com/v1/audio-analysis/5JAYDuLRkODlVt6dgoalKk,180129.0,4.0,Legends Never Die,6n9DKpOxwifT5hOXtgLZSL,818
Words___Daya,0.739,0.586,10.0,-5.079,0.0,0.0472,0.0245,0.000252,0.308,0.444,124.026,audio_features,1bgKMxPQU7JIZEhNsM1vFs,spotify:track:1bgKMxPQU7JIZEhNsM1vFs,https://api.spotify.com/v1/tracks/1bgKMxPQU7JIZEhNsM1vFs,https://api.spotify.com/v1/audio-analysis/1bgKMxPQU7JIZEhNsM1vFs,142677.0,4.0,Words (feat. Zara Larsson),66W7mt0wKGLFALilLBLfU6,819
Where the Water Ends___VINAI,0.637,0.682,7.0,-3.684,1.0,0.0436,0.389,0.0,0.105,0.546,98.972,audio_features,5Qh8DqDqD0BxHbI2f8P3j2,spotify:track:5Qh8DqDqD0BxHbI2f8P3j2,https://api.spotify.com/v1/tracks/5Qh8DqDqD0BxHbI2f8P3j2,https://api.spotify.com/v1/audio-analysis/5Qh8DqDqD0BxHbI2f8P3j2,174545.0,4.0,Where the Water Ends,2NMSX2n12AxEGT1Zswh6xm,820
Mramor___Chau Sara,0.755,0.0503,11.0,-13.449,1.0,0.345,0.833,0.93,0.107,0.199,145.996,audio_features,0P6doWTqTQW1cdsvyulURV,spotify:track:0P6doWTqTQW1cdsvyulURV,https://api.spotify.com/v1/tracks/0P6doWTqTQW1cdsvyulURV,https://api.spotify.com/v1/audio-analysis/0P6doWTqTQW1cdsvyulURV,138288.0,4.0,Time Travel,0toRUxZHDgSsg5ttWrhvtf,821
Masked Heroes___Vexento,0.944,0.734,11.0,-8.55,1.0,0.19,0.034,0.712,0.106,0.328,125.013,audio_features,0AmtCO7OGWwOM4bmBcpFWL,spotify:track:0AmtCO7OGWwOM4bmBcpFWL,https://api.spotify.com/v1/tracks/0AmtCO7OGWwOM4bmBcpFWL,https://api.spotify.com/v1/audio-analysis/0AmtCO7OGWwOM4bmBcpFWL,211252.0,4.0,Masked Heroes,18YfZBlUCaPPUBXE4sbniz,822
Ocean Drive___Pia Mia,0.637,0.783,10.0,-5.228,0.0,0.131,0.104,0.0,0.571,0.371,133.164,audio_features,0QOWTumlnwttK0dtyeKbN5,spotify:track:0QOWTumlnwttK0dtyeKbN5,https://api.spotify.com/v1/tracks/0QOWTumlnwttK0dtyeKbN5,https://api.spotify.com/v1/audio-analysis/0QOWTumlnwttK0dtyeKbN5,192599.0,5.0,The Gift 2,1VZbNZV8RaS5KjIBjwsNfh,823
La La Land (feat. YG)___Bryce Vine,0.774,0.473,1.0,-5.122,0.0,0.0569,0.221,0.0,0.222,0.416,97.953,audio_features,4oM9DGUTrRaXJDypxxHztZ,spotify:track:4oM9DGUTrRaXJDypxxHztZ,https://api.spotify.com/v1/tracks/4oM9DGUTrRaXJDypxxHztZ,https://api.spotify.com/v1/audio-analysis/4oM9DGUTrRaXJDypxxHztZ,177253.0,4.0,Carnival,4qSRxDFJlvi8z83JbogGaL,824
Secrets___The Weeknd,0.664,0.771,0.0,-5.779,1.0,0.0533,0.0155,9.6e-06,0.46,0.763,109.945,audio_features,00NAQYOP4AmWR549nnYJZu,spotify:track:00NAQYOP4AmWR549nnYJZu,https://api.spotify.com/v1/tracks/00NAQYOP4AmWR549nnYJZu,https://api.spotify.com/v1/audio-analysis/00NAQYOP4AmWR549nnYJZu,265600.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe,825
I Want More___Marc Benjamin,0.746,0.888,1.0,-6.15,1.0,0.0726,0.0401,0.00191,0.0835,0.296,124.954,audio_features,4ZWyj5whGZ3nNLwOtOLrMt,spotify:track:4ZWyj5whGZ3nNLwOtOLrMt,https://api.spotify.com/v1/tracks/4ZWyj5whGZ3nNLwOtOLrMt,https://api.spotify.com/v1/audio-analysis/4ZWyj5whGZ3nNLwOtOLrMt,129600.0,4.0,I Want More,5QbPK8Zabj8ynFuJ6IbK0r,826
I Want It All___Lucas & Steve,0.535,0.393,2.0,-12.57,1.0,0.105,0.143,0.00175,0.136,0.0767,132.287,audio_features,1nsFPTltzIVUJMWynPddpO,spotify:track:1nsFPTltzIVUJMWynPddpO,https://api.spotify.com/v1/tracks/1nsFPTltzIVUJMWynPddpO,https://api.spotify.com/v1/audio-analysis/1nsFPTltzIVUJMWynPddpO,199792.0,4.0,I Want It All,31NbMuPmfEQAhkt4GnwGeP,827
Antisocial (with Travis Scott)___Ed Sheeran,0.716,0.823,5.0,-5.313,0.0,0.0495,0.132,0.0,0.361,0.91,151.957,audio_features,1DhRbox3xkceP64k3JeYfW,spotify:track:1DhRbox3xkceP64k3JeYfW,https://api.spotify.com/v1/tracks/1DhRbox3xkceP64k3JeYfW,https://api.spotify.com/v1/audio-analysis/1DhRbox3xkceP64k3JeYfW,161747.0,4.0,No.6 Collaborations Project,3oIFxDIo2fwuk4lwCmFZCx,828
Lucky Strike___Maroon 5,0.674,0.74,11.0,-4.517,0.0,0.0419,0.000637,0.0,0.111,0.431,143.998,audio_features,5b2aMqcSeAMlDptX6EjE7m,spotify:track:5b2aMqcSeAMlDptX6EjE7m,https://api.spotify.com/v1/tracks/5b2aMqcSeAMlDptX6EjE7m,https://api.spotify.com/v1/audio-analysis/5b2aMqcSeAMlDptX6EjE7m,185280.0,4.0,Overexposed (Deluxe),2pjfMmH52fryXVQuWTWOgP,829
Inside Out___ItaloBrothers,0.553,0.465,9.0,-9.664,1.0,0.0301,0.84,0.97,0.102,0.652,79.223,audio_features,6WlmEymaXKMRs3D2c4j6os,spotify:track:6WlmEymaXKMRs3D2c4j6os,https://api.spotify.com/v1/tracks/6WlmEymaXKMRs3D2c4j6os,https://api.spotify.com/v1/audio-analysis/6WlmEymaXKMRs3D2c4j6os,141040.0,4.0,Stratosphere,2S3289mypNw2zP0OpFexMb,830
History___Cosmo's Midnight,0.655,0.699,11.0,-4.421,1.0,0.0493,0.0352,0.0,0.064,0.802,86.704,audio_features,0HMjXBAZmSYOTTi33WpMso,spotify:track:0HMjXBAZmSYOTTi33WpMso,https://api.spotify.com/v1/tracks/0HMjXBAZmSYOTTi33WpMso,https://api.spotify.com/v1/audio-analysis/0HMjXBAZmSYOTTi33WpMso,187427.0,4.0,Made In The A.M. (Deluxe Edition),1gMxiQQSg5zeu4htBosASY,831
attention___Omah Lay,0.817,0.72,5.0,-8.134,0.0,0.0809,0.172,0.000726,0.109,0.384,119.989,audio_features,6tTeRmhhuwDl5Y4UiJdHuO,spotify:track:6tTeRmhhuwDl5Y4UiJdHuO,https://api.spotify.com/v1/tracks/6tTeRmhhuwDl5Y4UiJdHuO,https://api.spotify.com/v1/audio-analysis/6tTeRmhhuwDl5Y4UiJdHuO,180563.0,4.0,attention,0fGPQwybhz88QkKXZpfkwj,832
Cozy Sunday___Gerardo Millán,0.718,0.145,0.0,-14.055,1.0,0.0357,0.79,0.831,0.082,0.227,124.052,audio_features,3t7WxA4LH9eakGVOxb5sz6,spotify:track:3t7WxA4LH9eakGVOxb5sz6,https://api.spotify.com/v1/tracks/3t7WxA4LH9eakGVOxb5sz6,https://api.spotify.com/v1/audio-analysis/3t7WxA4LH9eakGVOxb5sz6,139375.0,4.0,Morning Coffee,6SyfRVMVetoCiUXBEzCJ0J,833
Mood (feat. iann dior)___24kGoldn,0.701,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,audio_features,4jPy3l0RUwlUI9T5XHBW2m,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,140533.0,4.0,El Dorado,270o30h7cAlEhBnbuSpFZq,834
The Nights___Avicii,0.527,0.835,6.0,-5.298,1.0,0.0433,0.0166,0.0,0.249,0.654,125.983,audio_features,0ct6r3EGTcMLPtrXHDvVjc,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,176658.0,4.0,The Days / Nights,0h2knr6qpiAq0tV5ri5JMF,835
Darkside___Alan Walker,0.43,0.606,4.0,-5.115,0.0,0.0431,0.131,0.0,0.173,0.123,169.988,audio_features,6SRWhUJcD2YKahCwHavz3X,spotify:track:6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/tracks/6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/audio-analysis/6SRWhUJcD2YKahCwHavz3X,211680.0,4.0,Different World,3nzuGtN3nXARvvecier4K0,836
Decline___RAYE,0.675,0.932,5.0,-2.337,0.0,0.0551,0.167,0.0,0.0932,0.524,115.924,audio_features,4qCc2AVDeJYIpAHi9AX1N0,spotify:track:4qCc2AVDeJYIpAHi9AX1N0,https://api.spotify.com/v1/tracks/4qCc2AVDeJYIpAHi9AX1N0,https://api.spotify.com/v1/audio-analysis/4qCc2AVDeJYIpAHi9AX1N0,188172.0,4.0,Decline,17Fwkmg4UJ9ORmuOfqb1ud,837
Dye My Hair___ALMA,0.853,0.557,3.0,-5.499,0.0,0.0695,0.439,3.18e-06,0.0554,0.68,115.464,audio_features,6iOeQNXb0fFP3TDCzVPts8,spotify:track:6iOeQNXb0fFP3TDCzVPts8,https://api.spotify.com/v1/tracks/6iOeQNXb0fFP3TDCzVPts8,https://api.spotify.com/v1/audio-analysis/6iOeQNXb0fFP3TDCzVPts8,207992.0,4.0,Dye My Hair,72OGxvqzD8lVsmT0HsaEPS,838
Honestly___Tibeauthetraveler,0.758,0.176,1.0,-13.206,0.0,0.0514,0.477,0.852,0.155,0.0655,140.044,audio_features,33JTkTtToyTfoRhOqXG3bf,spotify:track:33JTkTtToyTfoRhOqXG3bf,https://api.spotify.com/v1/tracks/33JTkTtToyTfoRhOqXG3bf,https://api.spotify.com/v1/audio-analysis/33JTkTtToyTfoRhOqXG3bf,114857.0,4.0,Leaving This Place,6LsIX8JEMO1gOAUtBgok9k,839
Hey Baby (feat. Gia Koka)___Imanbek,0.756,0.877,0.0,-4.542,1.0,0.173,0.188,0.0,0.265,0.671,122.001,audio_features,02T6bjdQaEHp0wWWvPPeWo,spotify:track:02T6bjdQaEHp0wWWvPPeWo,https://api.spotify.com/v1/tracks/02T6bjdQaEHp0wWWvPPeWo,https://api.spotify.com/v1/audio-analysis/02T6bjdQaEHp0wWWvPPeWo,177546.0,4.0,Hey Baby (feat. Gia Koka),326xmr53xvzUp2smKgIO3i,840
Quetzal___dryhope,0.673,0.307,6.0,-10.474,0.0,0.0648,0.75,0.891,0.116,0.87,169.935,audio_features,7zkhJTMTYra3FKPg3ccmRx,spotify:track:7zkhJTMTYra3FKPg3ccmRx,https://api.spotify.com/v1/tracks/7zkhJTMTYra3FKPg3ccmRx,https://api.spotify.com/v1/audio-analysis/7zkhJTMTYra3FKPg3ccmRx,127765.0,4.0,Kenopsia,2EPvv7BIlqEU1gBxsGWeUA,841
Call Out My Name___The Weeknd,0.461,0.593,1.0,-4.954,1.0,0.0356,0.17,0.0,0.307,0.175,134.17,audio_features,09mEdoA6zrmBPgTEN5qXmN,spotify:track:09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/tracks/09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/audio-analysis/09mEdoA6zrmBPgTEN5qXmN,228373.0,3.0,"My Dear Melancholy,",4qZBW3f2Q8y0k1A84d4iAO,842
Happier Than Ever___Billie Eilish,0.332,0.225,0.0,-8.697,1.0,0.0348,0.767,0.00349,0.128,0.297,81.055,audio_features,4RVwu0g32PAqgUiJoXsdF8,spotify:track:4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/tracks/4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/audio-analysis/4RVwu0g32PAqgUiJoXsdF8,298899.0,3.0,Happier Than Ever,0JGOiO34nwfUdDrD612dOp,843
Tsunami___DVBBS,0.699,0.839,4.0,-5.353,0.0,0.0481,0.0483,0.655,0.0897,0.264,128.026,audio_features,0vZCG0H9KhtU7K8MEUVAoV,spotify:track:0vZCG0H9KhtU7K8MEUVAoV,https://api.spotify.com/v1/tracks/0vZCG0H9KhtU7K8MEUVAoV,https://api.spotify.com/v1/audio-analysis/0vZCG0H9KhtU7K8MEUVAoV,236706.0,4.0,Tsunami,7p38vlEZaMNySKQVSSWUm8,844
Don't Let Her Go___xander.,0.476,0.242,10.0,-14.823,0.0,0.113,0.523,0.797,0.0957,0.327,83.958,audio_features,7L4VP4XPNO9fL0ZTDENxNr,spotify:track:7L4VP4XPNO9fL0ZTDENxNr,https://api.spotify.com/v1/tracks/7L4VP4XPNO9fL0ZTDENxNr,https://api.spotify.com/v1/audio-analysis/7L4VP4XPNO9fL0ZTDENxNr,167442.0,4.0,Cabin Fever,6TosddSBWdrHn2G3pjXwOa,845
"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage___Skylar Grey",0.664,0.692,1.0,-4.128,0.0,0.127,0.237,0.0,0.0798,0.233,154.924,audio_features,5W8HXMOMLtXLz0RGKUtnlZ,spotify:track:5W8HXMOMLtXLz0RGKUtnlZ,https://api.spotify.com/v1/tracks/5W8HXMOMLtXLz0RGKUtnlZ,https://api.spotify.com/v1/audio-analysis/5W8HXMOMLtXLz0RGKUtnlZ,257369.0,4.0,"Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",2ZaFqYD9a3U6qJhyS2LDRf,846
